AuthorNo,pmid,name,ORCID,LastName,ForeName,Initials,affiliation,ISEmail,ISBiohub author,Suffix,BiohubAuthor,MatchName,TrustMatch,MatchType,OrcidMatch,EmailMatch,AffiliationMatch,Biohub,Biohub-Funding,Stanford,UCSF,Berkeley,Email,EqualContrib
6414d9c1-a1cb-4be2-9e69-6a04be2bd0e6,35716830,Deepak P Srivastava,,Srivastava,Deepak P,DP,"Department of Basic & Clinical Neuroscience, Institute of Psychiatry, Psychology & Neuroscience, King's College London, London, UK; MRC Centre for Neurodevelopmental Disorders, King's College London, UK. Electronic address: deepak.srivastava@kcl.ac.uk.",Yes,,,,,,,,,,,,,,,,
8084292c-9003-42cc-8d7e-d41811766b6b,36182913,JunHua Tian,,Tian,JunHua,J,"Hubei Key Laboratory of Resources Utilization and Sustainable Pest Management, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan, Hubei Province, 430070, China.; Wuhan Centers for Disease Control and Prevention, Wuhan, Hubei Province, 430015, China.",,,,,,,,,,,,,,,,,
40758be7-4d36-424f-beaf-d00545772083,36182913,Xin Hou,,Hou,Xin,X,"School of Medicine, Shenzhen Campus of Sun Yat-Sen University, Sun Yat-Sen University, Shenzhen, Guangdong Province, 518107, China.",,,,,,,,,,,,,,,,,
b2437cd6-0081-4172-ac9e-8c67f87f0766,36182913,MiHong Ge,,Ge,MiHong,M,"Wuhan Academy of Agricultural Sciences, Wuhan, Hubei Province, 430345, China.",,,,,,,,,,,,,,,,,
6839cabf-3d0a-49fc-9703-050032d7fd8d,36182913,HongBin Xu,,Xu,HongBin,H,"Jiangxi Province Center for Disease Control and Prevention, Nanchang, Jiangxi Province, 330029, China.",,,,,,,,,,,,,,,,,
9bcd8e03-f545-4d25-9ef8-89cafee7f808,36182913,Bin Yu,,Yu,Bin,B,"Wuhan Centers for Disease Control and Prevention, Wuhan, Hubei Province, 430015, China.",,,,Project Leader,"Yu, Bin",Yes,FN-NMI,,,,,,,,,,
90c7398a-b028-4a58-9325-252fa1f04299,36182913,Jing Liu,,Liu,Jing,J,"Wuhan Centers for Disease Control and Prevention, Wuhan, Hubei Province, 430015, China.",,,,,,,,,,,,,,,,,
c98efea1-978b-4a6e-b134-2952faf5fd2a,36182913,RenFu Shao,,Shao,RenFu,R,"School of Science, Technology and Engineering, University of the Sunshine Coast, Sippy Downs, QLD, 4558, Australia.; GeneCology Research Centre, University of the Sunshine Coast, Sippy Downs, QLD, 4558, Australia.",,,,,,,,,,,,,,,,,
0706c4c0-5575-4123-ba8c-51f9f7f903b1,36182913,Edward C Holmes,,Holmes,Edward C,EC,"Sydney Institute for Infectious Diseases, School of Life & Environmental Sciences and School of Medical Sciences, The University of Sydney, Camperdown, NSW, 2006, Australia.",,,,,,,,,,,,,,,,,
85c0f0a5-1418-4b74-824c-bc8fd5b719f1,36182913,ChaoLiang Lei,,Lei,ChaoLiang,C,"Hubei Key Laboratory of Resources Utilization and Sustainable Pest Management, College of Plant Science and Technology, Huazhong Agricultural University, Wuhan, Hubei Province, 430070, China. ioir@mail.hzau.edu.cn.",Yes,,,,,,,,,,,,,,,,
fdd02c06-15e1-4bc1-84a8-847726a203b6,36182913,Mang Shi,,Shi,Mang,M,"School of Medicine, Shenzhen Campus of Sun Yat-Sen University, Sun Yat-Sen University, Shenzhen, Guangdong Province, 518107, China. shim23@mail.sysu.edu.cn.",Yes,,,,,,,,,,,,,,,,
1bbd4f87-8e9e-423d-879e-7e57a17bcbcd,36179062,Hong-Chao Sun,0000-0002-9712-1145,Sun,Hong-Chao,HC,"Institute of Animal Husbandry and Veterinary Medicine, Zhejiang Academy of Agricultural Science, Hangzhou, China.",,,,,,,,,,,,,,,,,
71820de4-8094-4e08-b91b-10b1bad66a0b,36179062,Yuan Fu,,Fu,Yuan,Y,"Institute of Animal Husbandry and Veterinary Medicine, Zhejiang Academy of Agricultural Science, Hangzhou, China.",,,,,,,,,,,,,,,,,
67571ce5-5805-470f-b714-c46cd41e20d7,36179062,Xiu-Fang Yuan,,Yuan,Xiu-Fang,XF,"Institute of Animal Husbandry and Veterinary Medicine, Zhejiang Academy of Agricultural Science, Hangzhou, China.",,,,,,,,,,,,,,,,,
cb485b11-04dc-49fd-94e1-c1b30a9e5ce4,36179062,Jun-Xing Li,,Li,Jun-Xing,JX,"Institute of Animal Husbandry and Veterinary Medicine, Zhejiang Academy of Agricultural Science, Hangzhou, China.",,,,,,,,,,,,,,,,,
f0c0ddd9-9270-43ff-b75b-e3880cb82741,36179062,Li-Hua Xu,,Xu,Li-Hua,LH,"Institute of Animal Husbandry and Veterinary Medicine, Zhejiang Academy of Agricultural Science, Hangzhou, China.",,,,,,,,,,,,,,,,,
44a3cc39-62ba-48b0-99a8-1861e9563713,36179062,Jia-Ning Zhang,,Zhang,Jia-Ning,JN,"College of Animal Science, Tarim University, Alar, China.",,,,,,,,,,,,,,,,,
831626ff-21f1-4803-a1fb-1c9c0bf408fe,36179062,Bin Yu,,Yu,Bin,B,"Institute of Animal Husbandry and Veterinary Medicine, Zhejiang Academy of Agricultural Science, Hangzhou, China.",,,,Project Leader,"Yu, Bin",Yes,FN-NMI,,,,,,,,,,
f1f1b1e3-922e-4b2e-8824-ebbc7472dc69,36179062,Jing Huang,,Huang,Jing,J,"Zhejiang Provincial Animal Disease Prevention and Control Center, Hangzhou, China.",,,,,,,,,,,,,,,,,
efa0b849-9de0-4d86-bcc4-8277273ce6ca,36179062,Meng Qi,0000-0003-4662-0398,Qi,Meng,M,"College of Animal Science, Tarim University, Alar, China.",,,,,,,,,,,,,,,,,
e7dd15e1-25e2-4b9f-b3d6-8db6b18f05b5,36179062,Tuan-Yuan Shi,,Shi,Tuan-Yuan,TY,"Institute of Animal Husbandry and Veterinary Medicine, Zhejiang Academy of Agricultural Science, Hangzhou, China.",,,,,,,,,,,,,,,,,
094851e1-e98d-4ac7-a245-920a730a1cbc,35933696,Maoru Wang,,Wang,Maoru,M,"Drug Dispensing Department, The Third Hospital of Mianyang, Sichuan Mental Health Center, Mianyang, China.",,,,,,,,,,,,,,,,,
2abbbb08-a400-4fb9-b9fb-d8d480d2bb40,35933696,Bin Yu,https://orcid.org/0000-0002-0397-6610,Yu,Bin,B,"Department of Pharmacy, Mianyang Central Hospital, School of Medicine, University of Electronic Science and Technology of China, Mianyang, China.",,,,Project Leader,"Yu, Bin",Yes,FN-NMI,,,,,,,,,,
536c5679-1386-4d0b-9374-e50c6b0f2b08,35933696,Jisheng Wang,,Wang,Jisheng,J,"Drug Dispensing Department, The Third Hospital of Mianyang, Sichuan Mental Health Center, Mianyang, China.",,,,,,,,,,,,,,,,,
6da03047-83ff-4531-b885-9d2f8904e554,35933696,Yu Wang,,Wang,Yu,Y,"Department of Pharmacy, Mianyang Central Hospital, School of Medicine, University of Electronic Science and Technology of China, Mianyang, China.",,,,,,,,,,,,,,,,,
3c2280ed-142b-4e5c-af6d-bddeb5bace8e,35933696,Libo Liang,,Liang,Libo,L,"Drug Dispensing Department, The Third Hospital of Mianyang, Sichuan Mental Health Center, Mianyang, China.",,,,,,,,,,,,,,,,,
01031588-5f66-4d20-a48c-d0af0f03078e,35779613,Xiaoxiao Han,,Han,Xiaoxiao,X,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-Innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu 226001, China.",,,,,,,,,,,,,,,,,
4453e2e5-029d-4f33-a9f7-f5d2ae5ee195,35779613,Jiacheng Xu,,Xu,Jiacheng,J,"Department of Orthopedics, Affiliated Hospital of Nantong University, Nantong, Jiangsu 226001, China.",,,,,,,,,,,,,,,,,
a0db0d3e-3eb9-4757-a2f8-8db5c223c7dc,35779613,Zixin Chen,,Chen,Zixin,Z,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-Innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu 226001, China.",,,,,,,,,,,,,,,,,
6a36f5c0-c02c-4a0f-ba5b-9673d976b01f,35779613,Ping Li,,Li,Ping,P,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-Innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu 226001, China.",,,,,,,,,,,,,,,,,
15c7e9ee-7daf-4dc1-b83c-6ce34e446477,35779613,Lili Zhao,,Zhao,Lili,L,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-Innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu 226001, China.",,,,,,,,,,,,,,,,,
f7c5682e-c271-447b-9e69-7b56d5f36d0d,35779613,Jincheng Tao,,Tao,Jincheng,J,"Medical College, Nantong University, Nantong 226001, China.",,,,,,,,,,,,,,,,,
c6b29a10-d57e-49ef-8330-a2d32f149674,35779613,Yu Shen,,Shen,Yu,Y,"Medical College, Nantong University, Nantong 226001, China.",,,,,,,,,,,,,,,,,
93a3d211-23c0-4927-8c1d-1f0a02df9e8b,35779613,Shengze Zhu,,Zhu,Shengze,S,"Medical College, Nantong University, Nantong 226001, China.",,,,,,,,,,,,,,,,,
a77e37af-4ccb-490f-be14-982a04210607,35779613,Bin Yu,,Yu,Bin,B,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-Innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu 226001, China.",,,,Project Leader,"Yu, Bin",Yes,FN-NMI,,,,,,,,,,
d994c22d-5ad5-4f6e-a28b-c7ee23d0a042,35779613,Jianwei Zhu,,Zhu,Jianwei,J,"Department of Orthopedics, Affiliated Hospital of Nantong University, Nantong, Jiangsu 226001, China.",,,,,,,,,,,,,,,,,
6d6a3a36-a883-41ed-b93c-96a676846b77,35779613,Qianqian Cao,,Cao,Qianqian,Q,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-Innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu 226001, China. Electronic address: qqcao@ntu.edu.cn.",Yes,,,,,,,,,,,,,,,,
63718d35-09ea-41b1-b291-26390e9afcb3,35779613,Songlin Zhou,,Zhou,Songlin,S,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-Innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu 226001, China. Electronic address: songlin.zhou@ntu.edu.cn.",Yes,,,,,,,,,,,,,,,,
ee5002fc-3c46-409b-afc4-a8f64a109570,35259853,Wei Liu,,Liu,Wei,W,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
0ecea42d-60e7-4aaa-86a5-641c5e35be56,35259853,Jin-Cheng Tao,,Tao,Jin-Cheng,JC,"Medical College, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
12ea0d8b-edd5-4da3-8671-55ff82c3e682,35259853,Sheng-Ze Zhu,,Zhu,Sheng-Ze,SZ,"Medical College, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
d04281f3-d004-4993-825d-70b929eb9aaf,35259853,Chao-Lun Dai,,Dai,Chao-Lun,CL,"Medical College, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
ccd14d78-6b52-4325-a559-0ef52c0c54f8,35259853,Ya-Xian Wang,,Wang,Ya-Xian,YX,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
0ff67d76-41b1-4570-9202-06326359cbf8,35259853,Bin Yu,,Yu,Bin,B,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,Project Leader,"Yu, Bin",Yes,FN-NMI,,,,,,,,,,
66d65c94-3aa6-475d-98bb-8a194d787035,35259853,Chun Yao,,Yao,Chun,C,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
c9744a81-4771-401d-8cd7-6c6ab626471e,35259853,Yu-Yu Sun,,Sun,Yu-Yu,YY,"Department of Orthopedics, Nantong Third People's Hospital, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
f2595e91-bae0-4e18-bfbe-ceb8e9ba9e30,35259848,Xue-Min Cao,,Cao,Xue-Min,XM,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
969c9c3a-3609-4737-bffc-8664d3a8d79f,35259848,Sheng-Long Li,,Li,Sheng-Long,SL,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
48b151a9-662b-445c-a50b-26d4fb26db3f,35259848,Yu-Qi Cao,,Cao,Yu-Qi,YQ,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
ac4a70ff-8ae2-48b1-ac19-e92282d0d0ed,35259848,Ye-Hua Lv,,Lv,Ye-Hua,YH,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
a8f4f50a-9e28-422e-9df9-93b5f7e941a7,35259848,Ya-Xian Wang,,Wang,Ya-Xian,YX,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
93c0135b-179f-46d9-96af-35898ea799bd,35259848,Bin Yu,,Yu,Bin,B,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,Project Leader,"Yu, Bin",Yes,FN-NMI,,,,,,,,,,
f012a3ee-1324-4842-ad69-9bec0cfe0a68,35259848,Chun Yao,,Yao,Chun,C,"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, NMPA Key Laboratory for Research and Evaluation of Tissue Engineering Technology Products, Co-innovation Center of Neuroregeneration, Nantong University, Nantong, Jiangsu Province, China.",,,,,,,,,,,,,,,,,
64af7860-bd0f-446a-b3c8-b7c1113adbc9,36181424,Ariane Soldatos,0000-0003-3570-5230,Soldatos,Ariane,A,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
25e4043f-5f35-4846-a82b-579f6405fc6a,36181424,Thomas B Nutman,,Nutman,Thomas B,TB,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
796268bc-e68f-400f-ba8d-194ee7a20b66,36181424,Tory Johnson,0000-0001-7468-3586,Johnson,Tory,T,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
a7872143-bbe4-451b-a912-ce462dbd7119,36181424,Scott F Dowell,,Dowell,Scott F,SF,"Centers for Disease Control and Prevention, Atlanta, GA, 30329, USA.",,,,,,,,,,,,,,,,,
a63cdc21-dc15-48f5-8f43-f6ce7b0b3801,36181424,James J Sejvar,,Sejvar,James J,JJ,"Centers for Disease Control and Prevention, Atlanta, GA, 30329, USA.",,,,,,,,,,,,,,,,,
b27e0383-3aa0-47c7-b6e6-b80478ffe6a6,36181424,Michael R Wilson,0000-0002-8705-5084,Wilson,Michael R,MR,"University of California San Francisco, CA, 94143, USA.; UCSF Weill Institute for Neurosciences, CA, 94158, USA.",,,,,,,,,,,,,,,,,
056bcc57-434c-4da6-9dc9-03cc52e6d587,36181424,Joseph L DeRisi,,DeRisi,Joseph L,JL,"University of California San Francisco, CA, 94143, USA.; Chan Zuckerberg Biohub, San Francisco, CA, 94158, USA.",,Yes,,President,"DeRisi, Joe",Yes,FN-MI,,,,,,,,,,
449bc50c-64b0-447e-909e-f51b1cbdbea3,36181424,Sara K Inati,,Inati,Sara K,SK,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
139581ba-6779-4c46-a760-4daef47c32a1,36181424,Catherine Groden,,Groden,Catherine,C,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
ffa1325b-5b9f-44a5-a5de-5dd5ab03b10c,36181424,Colleen Evans,,Evans,Colleen,C,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
4d219751-05c9-45de-bddb-2ff6dfd4a712,36181424,Elise M O'Connell,,O'Connell,Elise M,EM,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
61af54b9-76cd-407d-8297-0f661c5acf8a,36181424,Bernard Opar Toliva,,Toliva,Bernard Opar,BO,"Ministry of Health, Kampala, Republic of Uganda.",,,,,,,,,,,,,,,,,
8af87f7c-6cd9-4afd-842b-ab1cb4498ee3,36181424,Jane R Aceng,,Aceng,Jane R,JR,"Ministry of Health, Kampala, Republic of Uganda.",,,,,,,,,,,,,,,,,
bba36785-6746-4ed5-905e-c3f2e49e4aa6,36181424,Josephine Aryek-Kwe,,Aryek-Kwe,Josephine,J,"Ministry of Health, Kampala, Republic of Uganda.",,,,,,,,,,,,,,,,,
d1c34c2f-08a6-4970-a5f1-c2e635dc70f7,36181424,Camilo Toro,,Toro,Camilo,C,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
36ab82a6-e232-4538-81c2-c995502fa7e0,36181424,Constantine A Stratakis,,Stratakis,Constantine A,CA,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
e66838b5-21ca-4895-9369-af78963064d1,36181424,A Gretchen Buckler,,Buckler,A Gretchen,AG,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
1083510f-3fbb-4b20-84e1-e59cb293ba59,36181424,Cathy Cantilena,,Cantilena,Cathy,C,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
bbc63357-73b6-4bc0-9fbf-9dddaca7d2e6,36181424,Tara N Palmore,,Palmore,Tara N,TN,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
ce0928ab-15e2-4cac-81f3-c739e0258e21,36181424,Audrey Thurm,,Thurm,Audrey,A,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
70c9bacb-ee3b-4062-8f48-ddb018375d5e,36181424,Eva H Baker,,Baker,Eva H,EH,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
327b480d-18f6-445f-bfde-6b0cbd28ebf9,36181424,Richard Chang,,Chang,Richard,R,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
d2bea837-4900-411d-8cd1-2c4daf40ae0e,36181424,Harper Fauni,,Fauni,Harper,H,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
5528bd2d-9206-4158-9568-c341c34a7d95,36181424,David Adams,,Adams,David,D,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
a26508e5-5092-4b42-b3b8-c29cbcb5d198,36181424,Ellen F Macnamara,,Macnamara,Ellen F,EF,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
debce5de-4a58-49f8-a30d-982f0a1e759f,36181424,C Christopher Lau,,Lau,C Christopher,CC,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
f429e21a-0dbb-4af4-bd51-664e3c7db974,36181424,May Christine V Malicdan,,Malicdan,May Christine V,MCV,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
8f382785-1e7d-446c-95d1-225d4ec145a0,36181424,Barbara Pusey-Swerdzewski,,Pusey-Swerdzewski,Barbara,B,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
90dca3af-654e-428d-b50a-ae067828d176,36181424,Robert Downing,,Downing,Robert,R,"Uganda Virus Research Institute, Ministry of Health, Entebbe, Republic of Uganda.",,,,,,,,,,,,,,,,,
9dc9d808-fec0-429c-b352-191fa86a0a08,36181424,Sudhir Bunga,,Bunga,Sudhir,S,"Centers for Disease Control and Prevention, Atlanta, GA, 30329, USA.",,,,,,,,,,,,,,,,,
3f421dfa-d344-447f-91e0-a889a88f3991,36181424,Jerry D Thomas,,Thomas,Jerry D,JD,"National Center for Environmental Health, Atlanta, GA, 30341, USA.",,,,,,,,,,,,,,,,,
9dbc63a8-824e-40cb-a6a2-63a07c196e3b,36181424,William A Gahl,,Gahl,William A,WA,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
4992ccd8-fe7e-47e2-9459-3e576ecafbe9,36181424,Avindra Nath,0000-0003-0927-5855,Nath,Avindra,A,"National Institutes of Health, Bethesda, MD, 20892, USA.",,,,,,,,,,,,,,,,,
f2ab072e-a53d-4d51-8d64-9c76654c6010,36163507,Qitong Li,http://orcid.org/0000-0001-8048-9181,Li,Qitong,Q,"Geballe Laboratory for Advanced Materials, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
ae78da1d-d449-4182-90e0-3b1eb1727e5d,36163507,Jorik van de Groep,http://orcid.org/0000-0003-3033-8005,van de Groep,Jorik,J,"Geballe Laboratory for Advanced Materials, Stanford University, Stanford, CA, USA.; Van der Waals-Zeeman Institute for Experimental Physics, Institute of Physics, University of Amsterdam, Amsterdam, Netherlands.",,,,,,,,,,,,,,,,,
d91de92e-aa63-4e4b-9506-f21e2e3854c6,36163507,Adam K White,,White,Adam K,AK,"Department of Bioengineering, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
0b82cf9d-ad0d-4b4a-b41b-c2fb91250b85,36163507,Jung-Hwan Song,http://orcid.org/0000-0001-9502-5718,Song,Jung-Hwan,JH,"Geballe Laboratory for Advanced Materials, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
421b3eda-7fad-42e5-98ce-fdbd34c15bba,36163507,Scott A Longwell,,Longwell,Scott A,SA,"Department of Bioengineering, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
8bf5a1fd-9603-413a-b4db-3968d69dc360,36163507,Polly M Fordyce,,Fordyce,Polly M,PM,"Department of Bioengineering, Stanford University, Stanford, CA, USA.; Department of Genetics, Stanford University, Stanford, CA, USA.; ChEM-H Institute, Stanford University, Stanford, CA, USA.; Chan Zuckerberg Biohub, San Francisco, CA, USA.",,Yes,,Investigator,"Fordyce, Polly",Yes,FN-MI,,,,,,,,,,
2d061bd9-676a-484f-831b-af5e74dbf68a,36163507,Stephen R Quake,,Quake,Stephen R,SR,"Department of Bioengineering, Stanford University, Stanford, CA, USA.; Chan Zuckerberg Biohub, San Francisco, CA, USA.; Department of Applied Physics, Stanford University, Stanford, CA, USA.",,Yes,,President,"Quake, Steve",Yes,FN-MI,,,,,,,,,,
17c30639-0903-47c2-9327-2db0aa166edd,36163507,Pieter G Kik,http://orcid.org/0000-0003-3575-3865,Kik,Pieter G,PG,"Geballe Laboratory for Advanced Materials, Stanford University, Stanford, CA, USA.; CREOL, The College of Optics and Photonics, University of Central Florida, Orlando, FL, USA.",,,,,,,,,,,,,,,,,
c04084ba-f4e9-4c27-8fe9-86a4a65a9b72,36163507,Mark L Brongersma,http://orcid.org/0000-0003-1777-8970,Brongersma,Mark L,ML,"Geballe Laboratory for Advanced Materials, Stanford University, Stanford, CA, USA. brongersma@stanford.edu.",Yes,,,,,,,,,,,,,,,,
0a0046c2-acb0-4739-b6a8-880cc26caac5,35933056,Jin Wan Kim,,Kim,Jin Wan,JW,"Department of Internal Medicine, The University of Texas Health Science Center at Houston, Houston, TX, USA. Electronic address: jin.wan.kim@uth.tmc.edu.",Yes,,,,,,,,,,,,,,,,
a3e6c267-43bb-456f-8957-d270f7f7600a,35933056,Dominique Monlezun,,Monlezun,Dominique,D,"Department of Cardiology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
77ea5a93-205c-4c5f-b49b-b4762f0689b1,35933056,Jong Kun Park,,Park,Jong Kun,JK,"Department of Internal Medicine, The University of Texas Health Science Center at Houston, Houston, TX, USA.",,,,,,,,,,,,,,,,,
e76f0ef0-6c44-4063-bbd4-7804169e6ca2,35933056,Siddharth Chauhan,,Chauhan,Siddharth,S,"Department of Internal Medicine, The University of Texas Health Science Center at Houston, Houston, TX, USA.",,,,,,,,,,,,,,,,,
47b70965-2ac9-4b03-b4b7-111c371eaee4,35933056,Dinu Balanescu,,Balanescu,Dinu,D,"Department of Cardiology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
76450f6f-216e-4fd4-9377-e7b6f45f46ce,35933056,Efstratios Koutroumpakis,,Koutroumpakis,Efstratios,E,"Department of Cardiology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
3a59a8c2-4a54-4377-ab81-5bbd2fd9efbe,35933056,Nicolas Palaskas,,Palaskas,Nicolas,N,"Department of Cardiology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
db65ad85-504c-4063-8d0d-5a6a91daa20d,35933056,Peter Kim,,Kim,Peter,P,"Department of Cardiology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,Investigator,"Kim, Peter",Yes,FN,,,,,,,,,,
f53156a9-553d-4cad-add3-a9ae9864acc4,35933056,Saamir Hassan,,Hassan,Saamir,S,"Department of Cardiology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
59a1650e-befb-45b6-b07f-79d2ba3d07f0,35933056,Gregory Botz,,Botz,Gregory,G,"Department of Critical Care Medicine, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
127d970e-6d2a-4f58-a597-443ed7fa5efe,35933056,John Crommett,,Crommett,John,J,"Department of Critical Care Medicine, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
b80f559e-9476-4990-8fbe-7735248dbdc8,35933056,Dereddi Reddy,,Reddy,Dereddi,D,"Department of Critical Care Medicine, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
ab58882e-a22e-4d46-a2e9-6c5ddbe3070d,35933056,Mehmet Cilingiroglu,,Cilingiroglu,Mehmet,M,"Department of Cardiology, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.",,,,,,,,,,,,,,,,,
