record id,save datetime,author list,journal,title,abstract,pmid,doi,url,version,epost date,publish date,date,affiliations list,all affiliations,pdf url,article_source,record change number,match result,match id
80,09/01/2022,Jamin Liu;Matthew T Laurie;Luis Rubio;Sara E Vazquez;Sara Sunshine;Anthea M Mitchell;Matthias Hapte-Selassie;Sabrina A Mann;Genay Pilarowski;Douglas Black;Carina Marquez;Susana Rojas;Michail S Lionakis;Maya Petersen;Jeffrey D Whitman;Vivek Jain;Mark Anderson;Diane Havlir;Joseph DeRisi,Clin Infect Dis,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Transmission Dynamics and Immune Responses in a Household of Vaccinated Persons,"While SARS-CoV-2 vaccines prevent severe disease effectively, postvaccination ""breakthrough"" COVID-19 infections and transmission among vaccinated individuals remain ongoing concerns. We present an in-depth characterization of transmission and immunity among vaccinated individuals in a household, revealing complex dynamics and unappreciated comorbidities, including autoimmunity to type 1 interferon in the presumptive index case.              Keywords:                    SARS-CoV-2; anti; antibody neutralization; autoimmunity; breakthrough infection; interferon autoantibody.",35037050,10.1093/cid/ciac029.,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc8807302/,,,08/24/2022,2022-08-24,"1 University of California, Berkeley-University of California, San Francisco Graduate Program in Bioengineering, Berkeley, California, USA.2 Department of Biochemistry and Biophysics, University of California, San Francisco, San Francisco, California, USA.3 Division of HIV, Infectious Diseases, and Global Medicine, University of California, San Francisco, San Francisco, California, USA.4 Department of Medicine, Diabetes Center, University of California, San Francisco, San Francisco, California, USA.5 Chan Zuckerberg Biohub, San Francisco, California, USA.6 The Public Health Company, Oakland, California, USA.7 Unidos en Salud, San Francisco, California, USA.8 Fungal Pathogenesis Section, Laboratory of Clinical Immunology and Microbiology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, Maryland, USA.9 Division of Biostatistics, University of California, Berkeley, Berkeley, California, USA.10 Department of Laboratory Medicine, University of California, San Francisco, San Francisco, California, USA.",,,2022 Aug 24;75(1):e303-e306.,0,,
81,09/01/2022,Hanbing Song#;Simon Bucher#;Katherine Rosenberg;Margaret Tsui;Deviana Burhan;Daniel Hoffman;Soo-Jin Cho;Arun Rangaswami;Marcus Breese;Stanley Leung;María V Pons Ventura;E Alejandro Sweet-Cordero;Franklin W Huang;Amar Nijagal;Bruce Wang,Nat Commun,Single-cell analysis of hepatoblastoma identifies tumor signatures that predict chemotherapy susceptibility using patient-specific tumor spheroids,"Pediatric hepatoblastoma is the most common primary liver cancer in infants and children. Studies of hepatoblastoma that focus exclusively on tumor cells demonstrate sparse somatic mutations and a common cell of origin, the hepatoblast, across patients. In contrast to the homogeneity these studies would suggest, hepatoblastoma tumors have a high degree of heterogeneity that can portend poor prognosis. In this study, we use single-cell transcriptomic techniques to analyze resected human pediatric hepatoblastoma specimens, and identify five hepatoblastoma tumor signatures that may account for the tumor heterogeneity observed in this disease. Notably, patient-derived hepatoblastoma spheroid cultures predict differential responses to treatment based on the transcriptomic signature of each tumor, suggesting a path forward for precision oncology for these tumors. In this work, we define hepatoblastoma tumor heterogeneity with single-cell resolution and demonstrate that patient-derived spheroids can be used to evaluate responses to chemotherapy.",36008377,10.1038/s41467-022-32473-z.,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc9411569/,,,08/25/2022,2022-08-25,"1 Division of Hematology and Oncology, Department of Medicine, University of California, San Francisco, San Francisco, CA, 94143, USA.2 Institute for Human Genetics, University of California, San Francisco, San Francisco, CA, 94143, USA.3 Bakar Computational Health Sciences Institute, University of California, San Francisco, San Francisco, CA, 94143, USA.4 Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, San Francisco, CA, 94143, USA.5 Division of Gastroenterology, Department of Medicine, University of California, San Francisco, San Francisco, CA, 94143, USA.6 The Liver Center, University of California, San Francisco, San Francisco, CA, 94143, USA.7 Division of Pediatric Surgery, Department of Surgery, University of California, San Francisco, San Francisco, CA, 94143, USA.8 Department of Pathology, University of California, San Francisco, San Francisco, CA, 94143, USA.9 The Pediatric Liver Center at UCSF Benioff Childrens' Hospitals, San Francisco, CA, 94143, USA.10 Division of Oncology, Department of Pediatrics, University of California, San Francisco, San Francisco, CA, 94143, USA.11 Division of Hematology and Oncology, Department of Medicine, University of California, San Francisco, San Francisco, CA, 94143, USA. franklin.huang@ucsf.edu.12 Institute for Human Genetics, University of California, San Francisco, San Francisco, CA, 94143, USA. franklin.huang@ucsf.edu.13 Bakar Computational Health Sciences Institute, University of California, San Francisco, San Francisco, CA, 94143, USA. franklin.huang@ucsf.edu.14 Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, San Francisco, CA, 94143, USA. franklin.huang@ucsf.edu.15 Department of Medicine, San Francisco Veterans Affairs Medical Center, San Francisco, CA, 94121, USA. franklin.huang@ucsf.edu.16 Chan Zuckerberg Biohub, San Francisco, CA, 94158, USA. franklin.huang@ucsf.edu.17 Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, San Francisco, CA, 94143, USA. Amar.Nijagal@ucsf.edu.18 The Liver Center, University of California, San Francisco, San Francisco, CA, 94143, USA. Amar.Nijagal@ucsf.edu.19 Division of Pediatric Surgery, Department of Surgery, University of California, San Francisco, San Francisco, CA, 94143, USA. Amar.Nijagal@ucsf.edu.20 The Pediatric Liver Center at UCSF Benioff Childrens' Hospitals, San Francisco, CA, 94143, USA. Amar.Nijagal@ucsf.edu.21 Eli and Edythe Broad Center of Regeneration Medicine, University of California, San Francisco, San Francisco, CA, 94143, USA. Amar.Nijagal@ucsf.edu.22 Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, San Francisco, CA, 94143, USA. bruce.wang@ucsf.edu.23 Division of Gastroenterology, Department of Medicine, University of California, San Francisco, San Francisco, CA, 94143, USA. bruce.wang@ucsf.edu.24 The Liver Center, University of California, San Francisco, San Francisco, CA, 94143, USA. bruce.wang@ucsf.edu.25 The Pediatric Liver Center at UCSF Benioff Childrens' Hospitals, San Francisco, CA, 94143, USA. bruce.wang@ucsf.edu.",,,2022 Aug 25;13(1):4878.,0,,
82,09/01/2022,Brian R Shy#;Vivasvan S Vykunta#;Alvin Ha;Alexis Talbot;Theodore L Roth;David N Nguyen;Wolfgang G Pfeifer;Yan Yi Chen;Franziska Blaeschke;Eric Shifrut;Shane Vedova;Murad R Mamedov;Jing-Yi Jing Chung;Hong Li;Ruby Yu;David Wu;Jeffrey Wolf;Thomas G Martin;Carlos E Castro;Lumeng Ye;Jonathan H Esensten;Justin Eyquem;Alexander Marson,Nat Biotechnol,High-yield genome engineering in primary cells using a hybrid ssDNA repair template and small-molecule cocktails,"Enhancing CRISPR-mediated site-specific transgene insertion efficiency by homology-directed repair (HDR) using high concentrations of double-stranded DNA (dsDNA) with Cas9 target sequences (CTSs) can be toxic to primary cells. Here, we develop single-stranded DNA (ssDNA) HDR templates (HDRTs) incorporating CTSs with reduced toxicity that boost knock-in efficiency and yield by an average of around two- to threefold relative to dsDNA CTSs. Using small-molecule combinations that enhance HDR, we could further increase knock-in efficiencies by an additional roughly two- to threefold on average. Our method works across a variety of target loci, knock-in constructs and primary human cell types, reaching HDR efficiencies of >80-90%. We demonstrate application of this approach for both pathogenic gene variant modeling and gene-replacement strategies for IL2RA and CTLA4 mutations associated with Mendelian disorders. Finally, we develop a good manufacturing practice (GMP)-compatible process for nonviral chimeric antigen receptor-T cell manufacturing, with knock-in efficiencies (46-62%) and yields (>1.5 × 109 modified cells) exceeding those of conventional approaches.",36008610,10.1038/s41587-022-01418-8.,https://doi.org/10.1038/s41587-022-01418-8,,,08/25/2022,2022-08-25,"1 Department of Laboratory Medicine, University of California San Francisco, San Francisco, CA, USA. Brian.Shy@ucsf.edu.2 Gladstone-UCSF Institute of Genomic Immunology, San Francisco, CA, USA. Brian.Shy@ucsf.edu.3 Department of Medicine, University of California San Francisco, San Francisco, CA, USA. Brian.Shy@ucsf.edu.4 Innovative Genomics Institute, University of California Berkeley, Berkeley, CA, USA. Brian.Shy@ucsf.edu.5 Gladstone-UCSF Institute of Genomic Immunology, San Francisco, CA, USA.6 Department of Medicine, University of California San Francisco, San Francisco, CA, USA.7 Department of Laboratory Medicine, University of California San Francisco, San Francisco, CA, USA.8 Department of Microbiology and Immunology, University of California San Francisco, San Francisco, CA, USA.9 Parker Institute for Cancer Immunotherapy, University of California San Francisco, San Francisco, CA, USA.10 INSERM U976, Saint Louis Research Institute, Paris City University, Paris, France.11 Medical Scientist Training Program, University of California San Francisco, San Francisco, CA, USA.12 Innovative Genomics Institute, University of California Berkeley, Berkeley, CA, USA.13 Department of Mechanical and Aerospace Engineering, The Ohio State University, Columbus, OH, USA.14 Department of Physics, The Ohio State University, Columbus, OH, USA.15 Department of Research and Development, Reagent and Services Business Unit, Life Science Group, GenScript Biotech, Nanjing, China.16 UCSF Helen Diller Family Comprehensive Cancer Center, University of California San Francisco, San Francisco, CA, USA.17 Biophysics Graduate Program, The Ohio State University, Columbus, OH, USA.18 Gladstone-UCSF Institute of Genomic Immunology, San Francisco, CA, USA. Alexander.Marson@ucsf.edu.19 Department of Medicine, University of California San Francisco, San Francisco, CA, USA. Alexander.Marson@ucsf.edu.20 Innovative Genomics Institute, University of California Berkeley, Berkeley, CA, USA. Alexander.Marson@ucsf.edu.21 Department of Microbiology and Immunology, University of California San Francisco, San Francisco, CA, USA. Alexander.Marson@ucsf.edu.22 Parker Institute for Cancer Immunotherapy, University of California San Francisco, San Francisco, CA, USA. Alexander.Marson@ucsf.edu.23 UCSF Helen Diller Family Comprehensive Cancer Center, University of California San Francisco, San Francisco, CA, USA. Alexander.Marson@ucsf.edu.24 Institute of Human Genetics, University of California San Francisco, San Francisco, CA, USA. Alexander.Marson@ucsf.edu.25 Chan Zuckerberg Biohub, San Francisco, CA, USA. Alexander.Marson@ucsf.edu.26 Diabetes Center, University of California San Francisco, San Francisco, CA, USA. Alexander.Marson@ucsf.edu.",,,2022 Aug 25.,0,,
83,09/01/2022,"Zhou Jason Shi, Stephen Nayfach, Katherine S. Pollard",biorxiv,Maast: genotyping thousands of microbial strains efficiently,"Genotyping single nucleotide polymorphisms (SNPs) of intraspecific genomes is a prerequisite to performing population genetic analysis and microbial epidemiology. However, existing algorithms fail to scale for species with thousands of sequenced strains, nor do they account for the biased sampling of strains that has produced considerable redundancy in genome databases. Here we present Maast, a tool that reduces the computational burden of SNP genotyping by leveraging this genomic redundancy. Maast implements a novel algorithm to dynamically identify a minimum set of phylogenetically diverse conspecific genomes that contains the maximum number of SNPs above a user-specified allele frequency. Then it uses these genomes to construct a SNP panel for each species. A species’ SNP panel enables Maast to rapidly genotype thousands of strains using a hybrid of whole-genome alignment and k-mer exact matching. Maast works with both genome assemblies and unassembled sequencing reads. Compared to existing genotyping methods, Maast is more accurate and up to two orders of magnitude faster. We demonstrate Maast’s utility on species with thousands of genomes by reconstructing the genetic structure of Helicobacter pylori across the globe and tracking SARS-CoV-2 diversification during the COVID-19 outbreak. Maast is a fast, reliable SNP genotyping tool that empowers population genetic meta-analysis of microbes at an unrivaled scale.Availability source code of Maast is available at https://github.com/zjshi/Maast.Contact kpollard{at}gladstone.ucsf.edu",,10.1101/2022.07.06.499075,http://www.biorxiv.org/content/10.1101/2022.07.06.499075v2,2022.07.06.499075,08/25/2022,,2022-08-25,"Chan Zuckerberg Biohub; Department of Energy, Joint Genome Institute; Gladstone Institutes, Data Science and Biotechnology; Lawrence Berkeley National Laboratory, Environmental Genomics and Systems Biology Division; University of California San Francisco, Department of Epidemiology and Biostatistics","Chan Zuckerberg Biohub; Gladstone Institutes, Data Science and Biotechnology; Department of Energy, Joint Genome Institute; Lawrence Berkeley National Laboratory, Environmental Genomics and Systems Biology Division; Chan Zuckerberg Biohub; Gladstone Institutes, Data Science and Biotechnology; University of California San Francisco, Department of Epidemiology and Biostatistics",,,0,,
84,09/01/2022,Kristen N LeGault;Zachary K Barth;Peter DePaola;Kimberley D Seed,Nucleic Acids Res,A phage parasite deploys a nicking nuclease effector to inhibit viral host replication,"PLEs (phage-inducible chromosomal island-like elements) are phage parasites integrated into the chromosome of epidemic Vibrio cholerae. In response to infection by its viral host ICP1, PLE excises, replicates and hijacks ICP1 structural components for transduction. Through an unknown mechanism, PLE prevents ICP1 from transitioning to rolling circle replication (RCR), a prerequisite for efficient packaging of the viral genome. Here, we characterize a PLE-encoded nuclease, NixI, that blocks phage development likely by nicking ICP1's genome as it transitions to RCR. NixI-dependent cleavage sites appear in ICP1's genome during infection of PLE(+) V. cholerae. Purified NixI demonstrates in vitro nuclease activity specifically for sites in ICP1's genome and we identify a motif that is necessary for NixI-mediated cleavage. Importantly, NixI is sufficient to limit ICP1 genome replication and eliminate progeny production, representing the most inhibitory PLE-encoded mechanism revealed to date. We identify distant NixI homologs in an expanded family of putative phage parasites in vibrios that lack nucleotide homology to PLEs but nonetheless share genomic synteny with PLEs. More generally, our results reveal a previously unknown mechanism deployed by phage parasites to limit packaging of their viral hosts' genome and highlight the prominent role of nuclease effectors as weapons in the arms race between antagonizing genomes.",35066583,10.1093/nar/gkac002.,http://www.ncbi.nlm.nih.gov/pmc/articles/pmc9410903/,,,08/26/2022,2022-08-26,"1 Department of Plant and Microbial Biology, University of California, Berkeley, 271 Koshland Hall, Berkeley, CA 94720, USA.2 Chan Zuckerberg Biohub, San Francisco, CA 94158, USA.",,,2022 Aug 26;50(15):8401-8417.,0,,
85,09/01/2022,"Nicole DelRosso, Josh Tycko, Peter Suzuki, Cecelia Andrews, Aradhana, Adi Mukund, Ivan Liongson, Connor Ludwig, Kaitlyn Spees, Polly Fordyce, Michael C. Bassik, Lacramioara Bintu",biorxiv,Large-scale mapping and systematic mutagenesis of human transcriptional effector domains,"SummaryHuman gene expression is regulated by over two thousand transcription factors and chromatin regulators1,2. Effector domains within these proteins can activate or repress transcription. However, for many of these regulators we do not know what type of transcriptional effector domains they contain, their location in the protein, their activation and repression strengths, and the amino acids that are necessary for their functions. Here, we systematically measure the transcriptional effector activity of >100,000 protein fragments (each 80 amino acids long) tiling across most chromatin regulators and transcription factors in human cells (2,047 proteins). By testing the effect they have when recruited at reporter genes, we annotate 307 new activation domains and 592 new repression domains, a ∼5-fold increase over the number of previously annotated effectors3,4. Complementary rational mutagenesis and deletion scans across all the effector domains reveal aromatic and/or leucine residues interspersed with acidic, proline, serine, and/or glutamine residues are necessary for activation domain activity. Additionally, the majority of repression domain sequences contain either sites for SUMOylation, short interaction motifs for recruiting co-repressors, or are structured binding domains for recruiting other repressive proteins. Surprisingly, we discover bifunctional domains that can both activate and repress and can dynamically split a cell population into high- and low-expression subpopulations. Our systematic annotation and characterization of transcriptional effector domains provides a rich resource for understanding the function of human transcription factors and chromatin regulators, engineering compact tools for controlling gene expression, and refining predictive computational models of effector domain function.",,10.1101/2022.08.26.505496,http://www.biorxiv.org/content/10.1101/2022.08.26.505496v1,2022.08.26.505496,08/26/2022,,2022-08-26,"Biophysics Program, Stanford University; ChEM-H Institute, Stanford University; Chan Zuckerberg Biohub; Department of Bioengineering, Stanford University; Department of Biology, Stanford University; Department of Developmental Biology, Stanford University; Department of Genetics, Stanford University","Biophysics Program, Stanford University; Department of Genetics, Stanford University; Department of Bioengineering, Stanford University; Department of Developmental Biology, Stanford University; Department of Genetics, Stanford University; Biophysics Program, Stanford University; Department of Biology, Stanford University; Department of Bioengineering, Stanford University; Department of Genetics, Stanford University; Department of Genetics, Stanford University; Department of Bioengineering, Stanford University; ChEM-H Institute, Stanford University; Chan Zuckerberg Biohub; Department of Genetics, Stanford University; Department of Bioengineering, Stanford University",,,0,,
86,09/01/2022,"Irene M. Kaplow, Alyssa J. Lawler, Daniel E. Schäffer, Chaitanya Srinivasan, Morgan E. Wirthlin, BaDoi N. Phan, Xiaomeng Zhang, Kathleen Foley, Kavya Prasad, Ashley R. Brown, Zoonomia Consortium, Wynn K. Meyer, Andreas R. Pfenning",biorxiv,Relating enhancer genetic variation across mammals to complex phenotypes using machine learning,"Protein-coding differences between mammals often fail to explain phenotypic diversity, suggesting involvement of enhancers, often rapidly evolving regions that regulate gene expression. Identifying associations between enhancers and phenotypes is challenging because enhancer activity is context-dependent and may be conserved without much sequence conservation. We developed TACIT (Tissue-Aware Conservation Inference Toolkit) to associate open chromatin regions (OCRs) with phenotypes using predictions in hundreds of mammalian genomes from machine learning models trained to learn tissue-specific regulatory codes. Applying TACIT for motor cortex and parvalbumin-positive interneurons to neurological phenotypes revealed dozens of new OCR-phenotype associations. Many associated OCRs were near relevant genes, including brain size-associated OCRs near genes mutated in microcephaly or macrocephaly. Our work creates a forward genomics foundation for identifying candidate enhancers associated with phenotype evolution.One Sentence Summary A new machine learning-based approach associates enhancers with the evolution of brain size and behavior across mammals.",,10.1101/2022.08.26.505436,http://www.biorxiv.org/content/10.1101/2022.08.26.505436v1,2022.08.26.505436,08/26/2022,,2022-08-26,"Broad Institute, Massachusetts Institute of Technology; College of Law, University of Iowa; Department of Biological Sciences, Lehigh University; Departments of Biology, Carnegie Mellon University; Departments of Computational Biology, Carnegie Mellon University; Departments of Neuroscience Institute, Carnegie Mellon University; Medical Scientist Training Program, University of Pittsburgh School of Medicine","Departments of Computational Biology, Carnegie Mellon University; Departments of Neuroscience Institute, Carnegie Mellon University; Departments of Biology, Carnegie Mellon University; Departments of Neuroscience Institute, Carnegie Mellon University; Broad Institute, Massachusetts Institute of Technology; Departments of Computational Biology, Carnegie Mellon University; Departments of Computational Biology, Carnegie Mellon University; Departments of Computational Biology, Carnegie Mellon University; Departments of Neuroscience Institute, Carnegie Mellon University; Departments of Computational Biology, Carnegie Mellon University; Departments of Neuroscience Institute, Carnegie Mellon University; Medical Scientist Training Program, University of Pittsburgh School of Medicine; Departments of Computational Biology, Carnegie Mellon University; Broad Institute, Massachusetts Institute of Technology; Department of Biological Sciences, Lehigh University; College of Law, University of Iowa; Departments of Computational Biology, Carnegie Mellon University; Departments of Computational Biology, Carnegie Mellon University; Departments of Computational Biology, Carnegie Mellon University; Department of Biological Sciences, Lehigh University; Departments of Computational Biology, Carnegie Mellon University; Departments of Biology, Carnegie Mellon University; Departments of Neuroscience Institute, Carnegie Mellon University",,,0,,
87,09/01/2022,"Nadav Brandes, Grant Goldman, Charlotte H. Wang, Chun Jimmie Ye, Vasilis Ntranos",biorxiv,Genome-wide prediction of disease variants with a deep protein language model,"Distinguishing between damaging and neutral missense variants is an ongoing challenge in human genetics, with profound implications for clinical diagnosis, genetic studies and protein engineering. Recently, deep-learning models have achieved state-of-the-art performance in classifying variants as pathogenic or benign. However, these models are currently unable to provide predictions over all missense variants, either because of dependency on close protein homologs or due to software limitations. Here we leveraged ESM1b, a 650M-parameter protein language model, to predict the functional impact of human coding variation at scale. To overcome existing technical limitations, we developed a modified ESM1b workflow and functionalized, for the first time, all proteins in the human genome, resulting in predictions for all ∼450M possible missense variant effects. ESM1b was able to distinguish between pathogenic and benign variants across ∼150K variants annotated in ClinVar and HGMD, outperforming existing state-of-the-art methods. ESM1b also exceeded the state of the art at predicting the experimental results of deep mutational scans. We further annotated ∼2M variants across ∼9K alternatively-spliced genes as damaging in certain protein isoforms while neutral in others, demonstrating the importance of considering all isoforms when functionalizing variant effects. The complete catalog of variant effect predictions is available at: https://huggingface.co/spaces/ntranoslab/esm_variants.",,10.1101/2022.08.25.505311,http://www.biorxiv.org/content/10.1101/2022.08.25.505311v1,2022.08.25.505311,08/26/2022,,2022-08-26,"Biomedical Sciences Graduate Program, University of California; Department of Epidemiology and Biostatistics, Institute of Computational Health Sciences, University of California; Diabetes Center, University of California; Division of Rheumatology, Department of Medicine, UCSF, University of California; Parker Institute for Cancer Immunotherapy, Chan Zuckerberg Biohub","Division of Rheumatology, Department of Medicine, UCSF, University of California; Department of Epidemiology and Biostatistics, Institute of Computational Health Sciences, University of California; Diabetes Center, University of California; Biomedical Sciences Graduate Program, University of California; Division of Rheumatology, Department of Medicine, UCSF, University of California; Department of Epidemiology and Biostatistics, Institute of Computational Health Sciences, University of California; Parker Institute for Cancer Immunotherapy, Chan Zuckerberg Biohub; Department of Epidemiology and Biostatistics, Institute of Computational Health Sciences, University of California; Diabetes Center, University of California",,,0,,
88,09/01/2022,Roberto R Ricardo-Gonzalez;Maya E Kotas;Claire E O'Leary;Katelyn Singh;William Damsky;Chang Liao;Elizabeth Arouge;Iliana Tenvooren;Diana M Marquez;Andrew W Schroeder;Jarish N Cohen;Marlys S Fassett;Jinwoo Lee;Scott G Daniel;Kyle Bittinger;Roberto Efraín Díaz;James S Fraser;Niwa Ali;K Mark Ansel;Matthew H Spitzer;Hong-Erh Liang;Richard M Locksley,Immunity,Innate type 2 immunity controls hair follicle commensalism by Demodex mites,"Demodex mites are commensal parasites of hair follicles (HFs). Normally asymptomatic, inflammatory outgrowth of mites can accompany malnutrition, immune dysfunction, and aging, but mechanisms restricting Demodex outgrowth are not defined. Here, we show that control of mite HF colonization in mice required group 2 innate lymphoid cells (ILC2s), interleukin-13 (IL-13), and its receptor, IL-4Ra-IL-13Ra1. HF-associated ILC2s elaborated IL-13 that attenuated HFs and epithelial proliferation at anagen onset; in their absence, Demodex colonization led to increased epithelial proliferation and replacement of gene programs for repair by aberrant inflammation, leading to the loss of barrier function and HF exhaustion. Humans with rhinophymatous acne rosacea, an inflammatory condition associated with Demodex, had increased HF inflammation with decreased type 2 cytokines, consistent with the inverse relationship seen in mice. Our studies uncover a key role for skin ILC2s and IL-13, which comprise an immune checkpoint that sustains cutaneous integrity and restricts pathologic infestation by colonizing HF mites.              Keywords:                    Demodex mites; IL-13; ILC2; barrier function; hair follicle stem cell; innate immunity; rhinophyma; skin homeostasis; tissue immunity; type 2 immunity.",36044899,10.1016/j.immuni.2022.08.001.,https://doi.org/10.1016/j.immuni.2022.08.001,,,08/26/2022,2022-08-26,"1 Department of Dermatology, University of California, San Francisco, San Francisco, CA, USA; Department of Microbiology & Immunology, University of California, San Francisco, San Francisco, CA, USA; Chan Zuckerberg Biohub, San Francisco, CA, USA. Electronic address: roberto.ricardo-gonzalez@ucsf.edu.2 Department of Medicine, University of California, San Francisco, San Francisco, CA, USA.3 Department of Dermatology, Yale School of Medicine, New Haven, CT, USA.4 Department of Dermatology, Yale School of Medicine, New Haven, CT, USA; Department of Pathology, Yale School of Medicine, New Haven, CT, USA.5 Department of Dermatology, University of California, San Francisco, San Francisco, CA, USA.6 Department of Otolaryngology and Microbiology & Immunology, University of California, San Francisco, San Francisco, CA, USA.7 Department of Pathology, University of California, San Francisco, San Francisco, CA, USA.8 Department of Dermatology, University of California, San Francisco, San Francisco, CA, USA; Department of Microbiology & Immunology, University of California, San Francisco, San Francisco, CA, USA.9 Division of Gastroenterology, Hepatology, and Nutrition, The Children's Hospital of Philadelphia, Philadelphia, PA, USA.10 Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA, USA; Tetrad Graduate Program, University of California, San Francisco, San Francisco, CA, USA.11 Department of Bioengineering and Therapeutic Sciences, University of California, San Francisco, San Francisco, CA, USA.12 Department of Microbiology & Immunology, University of California, San Francisco, San Francisco, CA, USA.13 Department of Otolaryngology and Microbiology & Immunology, University of California, San Francisco, San Francisco, CA, USA; Parker Institute for Cancer Immunotherapy, San Francisco, CA, USA; Chan Zuckerberg Biohub, San Francisco, CA, USA.14 Department of Microbiology & Immunology, University of California, San Francisco, San Francisco, CA, USA; Department of Medicine, University of California, San Francisco, San Francisco, CA, USA; Howard Hughes Medical Institute, University of California, San Francisco, San Francisco, CA, USA. Electronic address: richard.locksley@ucsf.edu.",,,2022 Aug 26;S1074-7613(22)00378-8.,0,,
89,09/01/2022,"Zhiru Liu, Benjamin H Good",biorxiv,Dynamics of bacterial recombination in the human gut microbiome,"Horizontal gene transfer is a ubiquitous force in microbial evolution. Previous studies have shown that the human gut is a hot spot for gene transfer between species, but the more subtle exchange of variation within species – collectively known as recombination – remains poorly characterized in this ecosystem. Here, we show that the genetic structure of the human gut microbiome provides unique opportunities to measure individual recombination events directly, enabling quantitative comparisons of recombination across a diverse range of species that inhabit a common environment. By analyzing a large collection of recent recombination events in the core genomes of 29 gut commensals, we uncovered systematic heterogeneities in the rates and lengths of transferred segments, which are difficult to explain by existing models of ecological isolation or reduced efficiencies of recombination. We also find that natural selection plays a role in facilitating the spread of genetic variants onto different strain backgrounds, both within individual hosts and across the broader global population. These results shed light on the dynamics of in situ recombination, which place important constraints on the adaptability of gut microbial communities.",,10.1101/2022.08.24.505183,http://www.biorxiv.org/content/10.1101/2022.08.24.505183v1,2022.08.24.505183,08/26/2022,,2022-08-26,"Chan Zuckerberg Biohub; Department of Applied Physics, Stanford University","Department of Applied Physics, Stanford University; Department of Applied Physics, Stanford University; Chan Zuckerberg Biohub",,,0,,
90,09/01/2022,"Elias R. Gerrick, Soumaya Zlitni, Patrick T. West, Claire M. Mechler, Jessica A. Li, Steven K. Higginbottom, Christopher J. Severyn, Frauke Kracke, Alfred M. Spormann, Justin L. Sonnenburg, Ami S. Bhatt, Michael R. Howitt",biorxiv,Metabolic diversity in commensal protists regulates intestinal immunity and trans-kingdom competition,"SummaryProtists in the gut microbiota influence intestinal immunity and epithelial composition, yet the mechanisms used by these protists to shape the gut environment remain poorly understood. Here, we identify a new protist species, Tritrichomonas casperi, and show that metabolic differences between closely related commensal protists modulate their effects on host immunity and determine their ecological niche within the murine microbiota. Genomic and metabolomic analysis of commensal tritrichomonads reveal species-level differences in excretion of the tuft cell activating metabolite succinate, leading to differential induction of Th1, Th2, and Th17 cells in the small intestine. Using defined diets and in vitro growth assays, we show that different tritrichomonad species preferentially rely on dietary polysaccharides or mucus glycans, which leads to trans-kingdom competition with specific bacteria in the microbiota. Our findings elucidate differences in commensal tritrichomonad metabolism and suggest how dietary interventions could regulate the impact of these protists on gut health.",,10.1101/2022.08.26.505490,http://www.biorxiv.org/content/10.1101/2022.08.26.505490v1,2022.08.26.505490,08/27/2022,,2022-08-27,"Chan Zuckerberg Biohub; Department of Chemical Engineering, Stanford University; Department of Civil and Environmental Engineering, Stanford University; Department of Genetics, Stanford University; Department of Medicine, Stanford University School of Medicine; Department of Microbiology and Immunology, Stanford University School of Medicine; Department of Pathology, Stanford University School of Medicine; Department of Pediatrics, (Division of Hematology/Oncology/Stem Cell Transplant and Regenerative Medicine), Stanford University","Department of Pathology, Stanford University School of Medicine; Department of Genetics, Stanford University; Department of Medicine, Stanford University School of Medicine; Department of Genetics, Stanford University; Department of Medicine, Stanford University School of Medicine; Department of Pathology, Stanford University School of Medicine; Department of Pathology, Stanford University School of Medicine; Department of Microbiology and Immunology, Stanford University School of Medicine; Department of Genetics, Stanford University; Department of Pediatrics, (Division of Hematology/Oncology/Stem Cell Transplant and Regenerative Medicine), Stanford University; Department of Civil and Environmental Engineering, Stanford University; Department of Civil and Environmental Engineering, Stanford University; Department of Chemical Engineering, Stanford University; Department of Microbiology and Immunology, Stanford University School of Medicine; Chan Zuckerberg Biohub; Department of Genetics, Stanford University; Department of Medicine, Stanford University School of Medicine; Department of Pathology, Stanford University School of Medicine; Department of Microbiology and Immunology, Stanford University School of Medicine",,,0,,
