AuthorNo,pmid,name,ORCID,LastName,ForeName,Initials,affiliation,ISEmail,ISBiohub author,Suffix,BiohubAuthor,MatchName,TrustMatch,MatchType,OrcidMatch,EmailMatch,AffiliationMatch,Biohub,Biohub-Funding,Stanford,UCSF,Berkeley,Email,EqualContrib
b3f0f43e-d0c8-454a-a3a2-ea82ef8e009c,35489382,James Zou,,Zou,James,J,"Department of Electrical Engineering, Stanford University, Stanford, CA, USA; Chan-Zuckerberg Biohub, San Francisco, CA, USA; Department of Biomedical Data Science, Stanford University, Stanford, CA, USA. Electronic address: jamesz@stanford.edu.",Yes,Yes,,Investigator,"Zou, James",Yes,FN,,,,,,,,,,
a8cba64a-06ab-4678-94eb-9bbf95bb2182,35487823,Jacob A Blum,,Blum,Jacob A,JA,"Department of Genetics, Stanford University School of Medicine, Stanford, CA, USA; Neurosciences Interdepartmental Program, Stanford University School of Medicine, Stanford, CA, USA. Electronic address: jablum@stanford.edu.",Yes,,,,,,,,,,,,,,,,
0de0a327-5b1e-48d2-a88b-c27d6b71f8e2,35487823,Aaron D Gitler,,Gitler,Aaron D,AD,"Department of Genetics, Stanford University School of Medicine, Stanford, CA, USA; Chan Zuckerberg Biohub, San Francisco, CA 94158, USA. Electronic address: agitler@stanford.edu.",Yes,Yes,,,,,,,,,,,,,,,
80279efb-6531-4bf9-ac16-c378b38c4b59,35483363,Samuel M Lancaster,,Lancaster,Samuel M,SM,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
55f21aca-7254-482a-a881-db5e8f8b219d,35483363,Brittany Lee-McMullen,,Lee-McMullen,Brittany,B,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
fa63cdd5-c032-46c8-9655-355dbd41e26b,35483363,Charles Wilbur Abbott,,Abbott,Charles Wilbur,CW,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
a5667b46-f844-4ae8-bc05-9ceb047e0b3b,35483363,Jeniffer V Quijada,,Quijada,Jeniffer V,JV,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
6ef8163b-400f-4511-92f5-dc2a8b2f0099,35483363,Daniel Hornburg,,Hornburg,Daniel,D,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
a593014a-f449-4910-a07f-02dc7b5d2aad,35483363,Heyjun Park,,Park,Heyjun,H,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
1e28a215-bcbc-469d-bb17-dc1e385764f6,35483363,Dalia Perelman,,Perelman,Dalia,D,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
aea8dd42-43ea-4998-8f47-0b332ffaa1e4,35483363,Dylan J Peterson,,Peterson,Dylan J,DJ,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
026e9e85-d687-4751-b817-4e91b8a51165,35483363,Michael Tang,,Tang,Michael,M,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
62c76411-8154-400b-9ade-4d8f9c478d21,35483363,Aaron Robinson,,Robinson,Aaron,A,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
a4fcaa97-20a9-446c-89cf-0880f421b79c,35483363,Sara Ahadi,,Ahadi,Sara,S,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
b6d8ace6-6c05-445f-aa86-36f654119a0a,35483363,Kévin Contrepois,,Contrepois,Kévin,K,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
099d6509-cbe2-481e-98ee-28ac0efe1fec,35483363,Chia-Jui Hung,,Hung,Chia-Jui,CJ,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
9af10e73-08f1-4da4-b152-1a7a0cab92f6,35483363,Melanie Ashland,,Ashland,Melanie,M,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
a0e2958d-b8bf-44c7-b664-e8cc035df9a4,35483363,Tracey McLaughlin,,McLaughlin,Tracey,T,"Division of Endocrinology, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
731a9780-d2af-484e-911f-7131d86a4026,35483363,Anna Boonyanit,,Boonyanit,Anna,A,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
441592b5-7a60-420a-a750-3d90e670699a,35483363,Aaron Horning,,Horning,Aaron,A,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA.",,,,,,,,,,,,,,,,,
e5b34a8d-85c4-4bdd-9b62-a99e1b63fd30,35483363,Justin L Sonnenburg,,Sonnenburg,Justin L,JL,"Department of Microbiology & Immunology, Stanford School of Medicine, Stanford, CA 94305, USA; Chan-Zuckerberg Biohub, San Francisco, CA 94158, USA.",,Yes,,Investigator,"Sonnenburg, Justin",Yes,FN-MI,,,,,,,,,,
e120e70b-3294-4852-9dca-d42b352cfd9f,35483363,Michael P Snyder,,Snyder,Michael P,MP,"Department of Genetics, Stanford School of Medicine, Stanford, CA 94305, USA; Cardiovascular Institute, Stanford School of Medicine, Stanford, CA 94305, USA. Electronic address: mpsnyder@stanford.edu.",Yes,,,,,,,,,,,,,,,,
b51bc5bc-3f3e-4cc5-b44f-fa8676a43670,35483084,Hanzhi Yu,https://orcid.org/0000-0002-4588-0289,Yu,Hanzhi,H,"School of Public Affairs, Zhejiang University, Hangzhou, China.",,,,,,,,,,,,,,,,,
2e254187-8f17-4c01-9c33-33c6a1d77236,35483084,Runming Du,https://orcid.org/0000-0003-2642-5552,Du,Runming,R,"Department of Global Health, Peking University School of Public Health, Beijing, China.",,,,,,,,,,,,,,,,,
28ce3a93-ff09-4532-97f4-775d841266cf,35483084,Minmin Wang,https://orcid.org/0000-0003-3213-2481,Wang,Minmin,M,"Key Laboratory of Carcinogenesis and Translational Research, Laboratory of Genetics, Ministry of Education, Peking University Cancer Hospital & Institute, Beijing, China.",,,,,,,,,,,,,,,,,
2b802695-ebed-4dd6-92f6-91119fc5d940,35483084,Fengyun Yu,https://orcid.org/0000-0002-5607-1102,Yu,Fengyun,F,"State Key Laboratory of Medical Molecular Biology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.",,,,,,,,,,,,,,,,,
b156efa2-890f-46b1-ac70-026fe266a1e1,35483084,Juntao Yang,https://orcid.org/0000-0003-1180-391X,Yang,Juntao,J,"State Key Laboratory of Medical Molecular Biology, Institute of Basic Medical Sciences, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.",,,,,,,,,,,,,,,,,
2cfb5144-fa34-4950-aa50-fe73d4938a51,35483084,Lirui Jiao,https://orcid.org/0000-0002-2505-7447,Jiao,Lirui,L,"Columbia University, New York, NY, United States.",,,,,,,,,,,,,,,,,
31d222b1-d159-49f9-bca4-0440128d08b3,35483084,Zhuoran Wang,https://orcid.org/0000-0001-5175-8645,Wang,Zhuoran,Z,"Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.",,,,,,,,,,,,,,,,,
516e3623-4be0-4349-9030-6ced83843986,35483084,Haitao Liu,https://orcid.org/0000-0002-6184-1466,Liu,Haitao,H,"Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.",,,,,,,,,,,,,,,,,
d677bc1b-8439-4264-9b7f-6759f6367305,35483084,Peixin Wu,https://orcid.org/0000-0002-1288-0610,Wu,Peixin,P,"Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.; Peking Union Medical College Hospital, Beijing, China.",,,,,,,,,,,,,,,,,
8bed41a2-c968-43ab-a684-b34e96927fbd,35483084,Till Bärnighausen,https://orcid.org/0000-0002-4182-4212,Bärnighausen,Till,T,"Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.; Heidelberg Institute of Global Health, Faculty of Medicine and University Hospital, Heidelberg University, Heidelberg, Germany.; Department of Global Health and Population, Harvard T.H. Chan School of Public Health, Boston, MA, United States.; Africa Health Research Institute, Somkhele, South Africa.",,,,,,,,,,,,,,,,,
e0fa3db0-69d9-4232-8a0b-1b780c2bccd4,35483084,Lan Xue,https://orcid.org/0000-0002-5979-789X,Xue,Lan,L,"School of Public Policy and Management, Tsinghua University, Beijing, China.",,,,,,,,,,,,,,,,,
eab6ee72-106d-43ce-8e24-17e763c6fa36,35483084,Chen Wang,https://orcid.org/0000-0001-7857-5435,Wang,Chen,C,"Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.; National Clinical Research Center for Respiratory Diseases, Beijing, China.; Department of Pulmonary and Critical Care Medicine, Center of Respiratory Medicine, China-Japan Friendship Hospital, Beijing, China.",,,,,,,,,,,,,,,,,
cdade134-cfd4-4e12-9c4d-570553eba4ef,35483084,Shannon McMahon,https://orcid.org/0000-0002-8634-9283,McMahon,Shannon,S,"Heidelberg Institute of Global Health, Faculty of Medicine and University Hospital, Heidelberg University, Heidelberg, Germany.",,,,,,,,,,,,,,,,,
4f825ebc-fd14-4351-aa8f-06aa6d564cbd,35483084,Pascal Geldsetzer,https://orcid.org/0000-0002-8878-5505,Geldsetzer,Pascal,P,"Division of Primary Care and Population Health, Department of Medicine, Stanford University, Stanford, CA, United States.; Chan Zuckerberg Biohub, San Francisco, CA, United States.",,Yes,,,,,,,,,,,,,,,
fdb8d77f-9062-40ff-9584-3c02c82c9b53,35483084,Simiao Chen,https://orcid.org/0000-0003-0555-2157,Chen,Simiao,S,"Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China.; Heidelberg Institute of Global Health, Faculty of Medicine and University Hospital, Heidelberg University, Heidelberg, Germany.",,,,,,,,,,,,,,,,,
f3ccbd25-5328-492e-afe0-bd5b98ce2068,35466441,Caleigh Mandel-Brehm,https://orcid.org/0000-0001-7764-6529,Mandel-Brehm,Caleigh,C,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
ac28770f-ebcf-472f-ba49-8883f770e6a9,35466441,Leslie A Benson,,Benson,Leslie A,LA,"Department of Neurology, Harvard Medical School, Boston, MA, USA.",,,,,,,,,,,,,,,,,
8d2baa50-3cb7-4027-a514-12dbd2363efc,35466441,Baouyen Tran,https://orcid.org/0000-0002-4144-9176,Tran,Baouyen,B,"Weill Institute for Neurosciences, Department of Neurology, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
abcc6051-1641-477c-a0cd-69baf18b3aed,35466441,Andrew F Kung,,Kung,Andrew F,AF,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
0271c614-35ae-4532-b0f5-735cca41c2bd,35466441,Sabrina A Mann,,Mann,Sabrina A,SA,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
5081d5eb-a67f-4da6-85c8-1b27dd5d2f23,35466441,Sara E Vazquez,,Vazquez,Sara E,SE,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
5acbf1b1-da74-4971-99d3-157400bde3d0,35466441,Hanna Retallack,,Retallack,Hanna,H,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
e15d84fb-4262-4010-afc6-233f63108dd0,35466441,Hannah A Sample,https://orcid.org/0000-0002-5398-3907,Sample,Hannah A,HA,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
368ac996-2e36-45b8-a01e-cd7d7f818016,35466441,Kelsey C Zorn,,Zorn,Kelsey C,KC,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
a9325e69-ed2c-405b-a57e-45e45ef544ad,35466441,Lillian M Khan,,Khan,Lillian M,LM,"Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
1f6ec4bb-20f8-4e71-a230-8ad0fdca7ea4,35466441,Lauren M Kerr,,Kerr,Lauren M,LM,"Department of Neurology, Boston Children's Hospital, Boston, MA, USA.",,,,,,,,,,,,,,,,,
0fdb77c9-9f6a-4d37-9903-5147e6fe063f,35466441,Patrick L McAlpine,,McAlpine,Patrick L,PL,"Otolaryngology Head and Neck Surgery Research Division, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,
7df3efc1-3d67-43d2-b528-4f91595ff59e,35466441,Lichao Zhang,,Zhang,Lichao,L,"Chan Zuckerberg Biohub, Stanford, CA, USA.",,Yes,,,,,,,,,,,,,,,
c5fa8dc9-6f3c-4c7a-abf5-1b0f34a4cd0e,35466441,Frank McCarthy,,McCarthy,Frank,F,"Chan Zuckerberg Biohub, Stanford, CA, USA.",,Yes,,,,,,,,,,,,,,,
e28ca4eb-657e-44e0-bb04-4a4d5fc50077,35466441,Joshua E Elias,,Elias,Joshua E,JE,"Chan Zuckerberg Biohub, Stanford, CA, USA.",,Yes,,Platform leader,"Elias, Josh",Yes,FN-MI,,,,,,,,,,
f95aa0c2-6577-45f7-92a9-b14e8fdcd4c3,35466441,Umakanth Katwa,,Katwa,Umakanth,U,"Department of Pulmonary Medicine, Sleep Center, Boston Children's Hospital, Boston, MA, USA.",,,,,,,,,,,,,,,,,
29c5d02b-2035-4d87-a3b1-f4e9376f2985,35466441,Christina M Astley,https://orcid.org/0000-0002-5063-8470,Astley,Christina M,CM,"Division of Endocrinology & Computational Epidemiology, Boston Children's Hospital, Boston, MA, USA.",,,,,,,,,,,,,,,,,
86d0fbc6-3656-45e5-bbfc-e3660486337d,35466441,Stuart Tomko,,Tomko,Stuart,S,"Department of Neurology, Washington University, St. Louis, MO, USA.",,,,,,,,,,,,,,,,,
39f339fe-75b7-46e5-8cd7-05b235fcfd4e,35466441,Josep Dalmau,,Dalmau,Josep,J,"Catalan Institution for Research and Advanced Studies (ICREA), Hospital Clinic-Idibaps, University of Barcelona, Barcelona, Spain.",,,,,,,,,,,,,,,,,
ae8e4ec5-293e-4c1a-9ddd-1bfa9c5b675e,35466441,William W Seeley,,Seeley,William W,WW,"Memory and Aging Center, Department of Neurology, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
03bba7f8-cccc-4f00-9a4b-00be5fb4fc04,35466441,Samuel J Pleasure,,Pleasure,Samuel J,SJ,"Weill Institute for Neurosciences, Department of Neurology, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
547db3f7-44df-47f0-ab01-614613514170,35466441,Michael R Wilson,,Wilson,Michael R,MR,"MAS, Weill Institute for Neurosciences, Department of Neurology, University of California, San Francisco, CA, USA.",,,,,,,,,,,,,,,,,
03470092-782f-4e91-a021-b9fe4188b519,35466441,Mark P Gorman,,Gorman,Mark P,MP,"Department of Neurology, Harvard Medical School, Boston, MA, USA.",,,,,,,,,,,,,,,,,
9256e645-d188-4b8d-b3cb-bcb53352c693,35466441,Joseph L DeRisi,,DeRisi,Joseph L,JL,"Chan Zuckerberg Biohub, Department of Biochemistry and Biophysics, University of California, San Francisco, CA, USA.",,Yes,,President,"DeRisi, Joe",Yes,FN-MI,,,,,,,,,,
348339e1-013e-418f-936d-fc16f2a65060,35452674,Stanford Schor,,Schor,Stanford,S,"Department of Medicine, Division of Infectious Diseases and Geographic Medicine, and Department of Microbiology and Immunology, Stanford University, California, USA.",,,,,,,,,,,,,,,,,
0730ebc4-f959-4311-94a1-1966589fb377,35452674,Szuyuan Pu,,Pu,Szuyuan,S,"Department of Medicine, Division of Infectious Diseases and Geographic Medicine, and Department of Microbiology and Immunology, Stanford University, California, USA.",,,,,,,,,,,,,,,,,
5b3e3be1-3dc5-44ae-9728-39033c250bad,35452674,Vlad Nicolaescu,,Nicolaescu,Vlad,V,"Department of Microbiology, University of Chicago, Chicago, Illinois, USA.",,,,,,,,,,,,,,,,,
a879c758-244b-4577-9c83-05a84a627d17,35452674,Siavash Azari,,Azari,Siavash,S,"Department of Medicine, Division of Infectious Diseases and Geographic Medicine, and Department of Microbiology and Immunology, Stanford University, California, USA.",,,,,,,,,,,,,,,,,
823b5e31-325e-4d8c-933e-680bb64d5c55,35452674,Mardo Kõivomägi,,Kõivomägi,Mardo,M,"Department of Biology, Stanford University, California, USA.",,,,,,,,,,,,,,,,,
c26799a6-c73b-4f2a-a105-6fdddaf0ccd5,35452674,Marwah Karim,,Karim,Marwah,M,"Department of Medicine, Division of Infectious Diseases and Geographic Medicine, and Department of Microbiology and Immunology, Stanford University, California, USA.",,,,,,,,,,,,,,,,,
110ecc65-0973-4943-b81b-0893838be4b6,35452674,Patricia Cassonnet,,Cassonnet,Patricia,P,"Department of Virology, Molecular Genetics of RNA Virus Genetics (GMVR), Pasteur Institute, National Center for Scientific Research, and Paris Diderot University, Paris, France.",,,,,,,,,,,,,,,,,
1dc95e34-38e3-433e-96ef-2d54a50bc7f4,35452674,Sirle Saul,,Saul,Sirle,S,"Department of Medicine, Division of Infectious Diseases and Geographic Medicine, and Department of Microbiology and Immunology, Stanford University, California, USA.",,,,,,,,,,,,,,,,,
1ee152ad-040e-4ce2-bbdd-b8d6ed06ad9d,35452674,Gregory Neveu,,Neveu,Gregory,G,"Department of Medicine, Division of Infectious Diseases and Geographic Medicine, and Department of Microbiology and Immunology, Stanford University, California, USA.",,,,,,,,,,,,,,,,,
ffec7a13-dab9-42ec-b8f7-9baee9b1920f,35452674,Andrew Yueh,,Yueh,Andrew,A,"Institute of Biotechnology and Pharmaceutical Research, National Health Research Institutes, Zhunan, Taiwan.",,,,,,,,,,,,,,,,,
7f51e9a1-92a8-4362-a19c-a4986785011c,35452674,Caroline Demeret,,Demeret,Caroline,C,"Department of Virology, Molecular Genetics of RNA Virus Genetics (GMVR), Pasteur Institute, National Center for Scientific Research, and Paris Diderot University, Paris, France.",,,,,,,,,,,,,,,,,
48777b4a-d489-4187-bc00-b1bad5950d68,35452674,Jan M Skotheim,,Skotheim,Jan M,JM,"Department of Biology, Stanford University, California, USA.",,,,,,,,,,,,,,,,,
f4b94ad6-d288-4769-92b4-9598a7a3b5fe,35452674,Yves Jacob,,Jacob,Yves,Y,"Department of Virology, Molecular Genetics of RNA Virus Genetics (GMVR), Pasteur Institute, National Center for Scientific Research, and Paris Diderot University, Paris, France.",,,,,,,,,,,,,,,,,
31236f3b-849e-48fc-8ae1-a525f87b9224,35452674,Glenn Randall,,Randall,Glenn,G,"Department of Microbiology, University of Chicago, Chicago, Illinois, USA.",,,,,,,,,,,,,,,,,
45d8976d-6f54-46a7-b757-e43b47a47342,35452674,Shirit Einav,,Einav,Shirit,S,"Department of Medicine, Division of Infectious Diseases and Geographic Medicine, and Department of Microbiology and Immunology, Stanford University, California, USA; Chan Zuckerberg Biohub, San Francisco, California, USA. Electronic address: seinav@stanford.edu.",Yes,Yes,,,,,,,,,,,,,,,
dfea8ed5-eb87-4ce8-aa43-c443704e8e6a,35449415,Romain Lopez,https://orcid.org/0000-0003-0495-738X,Lopez,Romain,R,"Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, Berkeley CA, USA.",,,,,,,,,,,,,,,,,
869b5867-7da8-458a-9e4b-09e48821b540,35449415,Baoguo Li,,Li,Baoguo,B,"Department of Immunology, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
87156e33-77e8-48f9-ba26-b5bd680bf27b,35449415,Hadas Keren-Shaul,,Keren-Shaul,Hadas,H,"Department of Life Sciences Core Facilities, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
481339e4-3bde-4498-b276-17f810dd2e76,35449415,Pierre Boyeau,,Boyeau,Pierre,P,"Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, Berkeley CA, USA.",,,,,,,,,,,,,,,,,
0ad8ec90-7a38-44b7-8f5e-c21f7177ec53,35449415,Merav Kedmi,,Kedmi,Merav,M,"Department of Life Sciences Core Facilities, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
2ad03298-b3e2-4b60-ba24-bfaf40e8f379,35449415,David Pilzer,,Pilzer,David,D,"Department of Life Sciences Core Facilities, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
bb9b9b3d-ebfc-47e1-a5d7-3036c44562eb,35449415,Adam Jelinski,,Jelinski,Adam,A,"Department of Immunology, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
156dd389-5c9d-4537-96b7-ba1b8b2878e6,35449415,Ido Yofe,,Yofe,Ido,I,"Department of Immunology, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
573f13c0-e4ef-42c8-aada-2aae295450ec,35449415,Eyal David,,David,Eyal,E,"Department of Immunology, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
ad129bce-aa23-40fd-97b1-20be00cf2857,35449415,Allon Wagner,,Wagner,Allon,A,"Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, Berkeley CA, USA.",,,,,,,,,,,,,,,,,
eea61796-e781-48c9-8a43-00d330f369c9,35449415,Can Ergen,,Ergen,Can,C,"Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, Berkeley CA, USA.",,,,,,,,,,,,,,,,,
15c6d8e8-782a-46c9-859b-44b5e507acdf,35449415,Yoseph Addadi,https://orcid.org/0000-0001-9827-0436,Addadi,Yoseph,Y,"Department of Life Sciences Core Facilities, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
67b3f487-7f90-4b91-9f5a-e2ca1f55c0be,35449415,Ofra Golani,https://orcid.org/0000-0002-9793-236X,Golani,Ofra,O,"Department of Life Sciences Core Facilities, Weizmann Institute of Science, Rehovot, Israel.",,,,,,,,,,,,,,,,,
375d1a16-15af-4626-9ae3-b5d77bcd7ca8,35449415,Franca Ronchese,https://orcid.org/0000-0001-5835-8230,Ronchese,Franca,F,"Malaghan Institute of Medical Research, Wellington, New Zealand.",,,,,,,,,,,,,,,,,
00ed8f52-9ec2-4ccc-b20d-0290b5b0c91e,35449415,Michael I Jordan,https://orcid.org/0000-0001-8935-817X,Jordan,Michael I,MI,"Department of Immunology, Weizmann Institute of Science, Rehovot, Israel.; Department of Statistics, University of California, Berkeley, Berkeley CA, USA.",,,,,,,,,,,,,,,,,
b8e457f1-3b58-4530-b0b1-b8f1fa845046,35449415,Ido Amit,https://orcid.org/0000-0003-2968-877X,Amit,Ido,I,"Department of Immunology, Weizmann Institute of Science, Rehovot, Israel. ido.amit@weizmann.ac.il.",Yes,,,,,,,,,,,,,,,,
034c2cab-778d-4bde-9203-19e1d9d0c981,35449415,Nir Yosef,https://orcid.org/0000-0001-9004-1225,Yosef,Nir,N,"Department of Electrical Engineering and Computer Sciences, University of California, Berkeley, Berkeley CA, USA. niryosef@berkeley.edu.; Center for Computational Biology, University of California, Berkeley, Berkeley CA, USA. niryosef@berkeley.edu.; Chan Zuckerberg Biohub, San Francisco CA, USA. niryosef@berkeley.edu.; Ragon Institute of MGH, MIT and Harvard, Cambridge MA, USA. niryosef@berkeley.edu.",Yes,Yes,,Investigator,"Yosef, Nir",Yes,FN-NMI,True,,,,,,,,,
f5f7485b-1178-4dfc-b081-525aa7a6ea1f,35447092,Zijun Wang,,Wang,Zijun,Z,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
453b6b87-7a31-4e93-bda3-9c50b628b709,35447092,Frauke Muecksch,,Muecksch,Frauke,F,"Laboratory of Retrovirology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
1e0f063b-7568-453d-954f-82d75f2dd7a5,35447092,Alice Cho,,Cho,Alice,A,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
39be71bc-f8c7-42c7-86f3-8d720359804b,35447092,Christian Gaebler,,Gaebler,Christian,C,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
5633c714-410a-453e-9b6d-852fe13f1389,35447092,Hans-Heinrich Hoffmann,,Hoffmann,Hans-Heinrich,HH,"Laboratory of Virology and Infectious Disease, The Rockefeller University, New York, NY, USA.",,,,,,,,,,,,,,,,,
ab70cdbe-56ee-473c-b282-0f17aecf2a79,35447092,Victor Ramos,,Ramos,Victor,V,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
b73b8437-854b-42df-b710-67374f1e577b,35447092,Shuai Zong,,Zong,Shuai,S,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
e4454db3-73d3-49a9-a853-1241a42e5450,35447092,Melissa Cipolla,,Cipolla,Melissa,M,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
c8fd83c8-cc8d-47cf-a6a7-27527b1f542e,35447092,Briana Johnson,,Johnson,Briana,B,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
91e92e2f-b381-472e-89cd-3d517a4ec39c,35447092,Fabian Schmidt,,Schmidt,Fabian,F,"Laboratory of Retrovirology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
c09f9b5f-4090-4d6f-ab2c-33ea4a4a0677,35447092,Justin DaSilva,,DaSilva,Justin,J,"Laboratory of Retrovirology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
2752bcad-bbe1-4298-ab5f-80fb145f348a,35447092,Eva Bednarski,,Bednarski,Eva,E,"Laboratory of Retrovirology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
e4462f11-a995-4762-8264-1db78bc81bcd,35447092,Tarek Ben Tanfous,,Ben Tanfous,Tarek,T,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
f6883fbd-9987-41b8-865f-9a55a4af341f,35447092,Raphael Raspe,,Raspe,Raphael,R,"Laboratory of Molecular Immunology, The Rockefeller University, New York, NY 10065, USA.",,,,,,,,,,,,,,,,,
